object	spawn_id	triggerId	room	loc_x	loc_y	loc_z	yaw	script	spawn_objvar	trigger_event	isInvulnerable	comment	paths	respawn	mission_critical
delayAction:spawn_imp_gen_cap_imperial:44		imp_gen_cap_imperial
delayAction:spawn_imp_gen_cap_imperial:63		imp_gen_cap_imperial
delayAction:spawn_imp_gen_cap_imperial:82		imp_gen_cap_imperial
delayAction:spawn_imp_gen_cap_imperial:101		imp_gen_cap_imperial
delayAction:spawn_imp_gen_cap_rebel:35		imp_gen_cap_rebel
delayAction:spawn_imp_gen_cap_rebel:49		imp_gen_cap_rebel
delayAction:spawn_imp_gen_cap_rebel:63		imp_gen_cap_rebel
delayAction:spawn_imp_gen_cap_rebel:77		imp_gen_cap_rebel
delayAction:spawn_imp_gen_cap_rebel:91		imp_gen_cap_rebel
delayAction:spawn_imp_gen_cap_rebel:105		imp_gen_cap_rebel
delayAction:spawn_imp_gen_cap_rebel:119		imp_gen_cap_rebel
delayAction:spawn_imp_tt_cap_imperial:62		imp_tt_cap_imperial
delayAction:spawn_imp_tt_cap_imperial:80		imp_tt_cap_imperial
delayAction:spawn_imp_tt_cap_imperial:98		imp_tt_cap_imperial
delayAction:spawn_imp_tt_cap_imperial:116		imp_tt_cap_imperial					
delayAction:spawn_imp_tt_cap_rebel:29		imp_tt_cap_rebel					
delayAction:spawn_imp_tt_cap_rebel:44		imp_tt_cap_rebel					
delayAction:spawn_imp_tt_cap_rebel:59		imp_tt_cap_rebel					
delayAction:spawn_imp_tt_cap_rebel:74		imp_tt_cap_rebel					
delayAction:spawn_imp_tt_cap_rebel:89		imp_tt_cap_rebel					
delayAction:spawn_imp_tt_cap_rebel:104		imp_tt_cap_rebel					
delayAction:spawn_imp_tt_cap_rebel:119		imp_tt_cap_rebel					
"waitForComplete:triggerId:r31_captured_rebel:r31,r31"		spawn_rebel_objective					
"waitForComplete:triggerId:r31_captured_imperial:r31,r31"		spawn_imperial_objective					
heroic_echo_stormcommando		r31_captured_rebel	r31	-59	-4	28	-85
heroic_echo_stormcommando		r31_captured_rebel	r22	-90	-4	30	-81
heroic_echo_stormcommando		r31_captured_rebel	r22	-90	-4	33	-86
heroic_echo_stormcommando		r31_captured_rebel	r22	-125	-11	74	54
heroic_echo_stormcommando		r31_captured_rebel	r22	-108	-11	66	-2
heroic_echo_stormcommando		r31_captured_rebel	r22	-97	-11	86	-58
heroic_echo_stormcommando		r31_captured_rebel	r22	-119	-11	96	109
heroic_echo_snowtrooper_interior		r31_captured_imperial	r31	-59	-4	28	-85
heroic_echo_snowtrooper_interior		r31_captured_imperial	r22	-90	-4	30	-81
heroic_echo_snowtrooper_interior		r31_captured_imperial	r22	-90	-4	33	-86
heroic_echo_snowtrooper_interior		r31_captured_imperial	r22	-125	-11	74	54
heroic_echo_snowtrooper_interior		r31_captured_imperial	r22	-108	-11	66	-2
heroic_echo_snowtrooper_interior		r31_captured_imperial	r22	-97	-11	86	-58
heroic_echo_snowtrooper_interior		r31_captured_imperial	r22	-119	-11	96	109
heroic_echo_rebel_commando_interior	r24	imp_invade_front	r24	-90	43	347	0
heroic_echo_rebel_commando_interior	r24	imp_invade_front	r24	-99	43	352	-109
heroic_echo_rebel_commando_interior	r24	imp_invade_front	r24	-105	43	364	-48
heroic_echo_rebel_commando_interior	r24	imp_invade_front	r24	-96	43	379	-84
heroic_echo_rebel_commando_interior	r24	imp_invade_front	r24	-93	43	367	174
"waitForComplete:triggerId:r24_captured_rebel:r24,r24,r24,r24,r24"		spawn_rebel_objective					
"waitForComplete:triggerId:r24_captured_imperial:r24,r24,r24,r24,r24"		spawn_imperial_objective					
"waitForComplete:triggerId:r24_captured:r24,r24,r24,r24,r24"		imp_invade_front					
trigger:delete_me:faction-npc-imp_gen_cap:30:0:2:targetMessage		r24_captured	r24	-99	43	368	
heroic_echo_rebel_phalax_commander		spawn_imperial_extras	r24	-85	42	325	-176
heroic_echo_stormcommando		r24_captured_rebel	r24	-89	43	370	-82
heroic_echo_stormcommando		r24_captured_rebel	r24	-84	43	360	-170
heroic_echo_stormcommando		r24_captured_rebel	r24	-92	43	341	162
heroic_echo_stormcommando		r24_captured_rebel	r24	-82	43	343	138
heroic_echo_stormcommando		r24_captured_rebel	r24	-107	43	371	-71
heroic_echo_stormcommando		r24_captured_rebel	r24	-106	42	381	-111
heroic_echo_stormcommando		r24_captured_rebel	r24	-106	43	343	95
heroic_echo_stormcommando		r24_captured_rebel	r24	-109	43	347	57
heroic_echo_snowtrooper_interior		r24_captured_imperial	r24	-89	43	370	-82
heroic_echo_snowtrooper_interior		r24_captured_imperial	r24	-84	43	360	-170
heroic_echo_snowtrooper_interior		r24_captured_imperial	r24	-92	43	341	162
heroic_echo_snowtrooper_interior		r24_captured_imperial	r24	-82	43	343	138
heroic_echo_snowtrooper_interior		r24_captured_imperial	r24	-107	43	371	-71
heroic_echo_snowtrooper_interior		r24_captured_imperial	r24	-106	42	381	-111
heroic_echo_snowtrooper_interior		r24_captured_imperial	r24	-106	43	343	95
heroic_echo_snowtrooper_interior		r24_captured_imperial	r24	-109	43	347	57
taskId:evac_thermal		start_evac_thermal					
waitForComplete:triggerId:evac_thermal:evac_thermal		imp_invade_front					
taskId:evac_thermal_rebel		start_evac_thermal_rebel					
waitForComplete:triggerId:evac_thermal_rebel:evac_thermal_rebel		spawn_rebel_objective					
taskId:evac_equip		start_evac_equip					
waitForComplete:triggerId:evac_equip:evac_equip		imp_invade_front					
taskId:evac_command		start_evac_command					
taskId:evac_command_rebel		start_evac_command_rebel					
waitForComplete:triggerId:evac_command:evac_command		imp_invade_front					
waitForComplete:triggerId:evac_command_rebel:evac_command_rebel		spawn_rebel_objective					
pathPoint:lower_hanger_to_upper		imp_invade_front	r56	-289	-23	467	
heroic_echo_rebel_phalax_commander		spawn_imperial_extras	r56	-261	-23	453	161
heroic_echo_rebel_commando_interior	r56	imp_invade_front	r56	-267	-23	453	145
heroic_echo_rebel_commando_interior	r56	imp_invade_front	r56	-286	-22	484	137
heroic_echo_rebel_commando_interior	r56	imp_invade_front	r56	-273	-23	493	164						
heroic_echo_rebel_commando_interior	r56	imp_invade_front	r56	-256	-23	496	-173						
heroic_echo_stormcommando		r56_captured	r56	-293	-25	452	32						
heroic_echo_stormcommando		r56_captured	r56	-300	-24	457	42						
heroic_echo_stormcommando		r56_captured	r56	-286	-22	484	137						
heroic_echo_stormcommando		r56_captured	r56	-273	-23	493	164						
heroic_echo_stormcommando		r56_captured	r56	-256	-23	496	-173						
trigger:delete_self:faction-npc-disco:10:0:120:targetMessage		r58_captured	r58	-179	-20	526							
heroic_echo_rebel_trooper	ttbg	imp_invade_front	tauntaun_grounds	-190	20	172	173						
heroic_echo_rebel_trooper	ttbg	imp_invade_front	tauntaun_grounds	-199	20	180	159						"tt_to_22:patrolOnce:hangar_tauntaun_3,hangar_tauntaun_4,hangar_tauntaun_5,hangar_tauntaun_6,hangar_tauntaun_7,hangar_tauntaun_8,imp_assault_to_tauntaun_3|hangar_tauntaun_8|hangar_tauntaun_7|imp_assault_to_tauntaun_4|tauntaun_1|tauntaun_8|imp_assault_to_tauntaun_5"
heroic_echo_rebel_trooper	ttbg	imp_invade_front	tauntaun_grounds	-210	20	123	43						
heroic_echo_rebel_trooper	ttbg	imp_invade_front	tauntaun_grounds	-187	20	131	20						
"messageTo;ttbg;doPathAction;string:pathAction=patrol_path,string:pathName=tt_to_22"		fight_back											
"waitForComplete:triggerId:tauntaun_captured:ttbg,ttbg,ttbg,ttbg,ttbg,ttbg,ttbg,ttbg,ttbg,ttbg,ttbg"		imp_invade_front											
"waitForComplete:triggerId:tauntaun_captured_rebel:ttbg,ttbg,ttbg,ttbg,ttbg,ttbg,ttbg,ttbg,ttbg,ttbg,ttbg"		spawn_rebel_objective											
"waitForComplete:triggerId:tauntaun_captured_imperial:ttbg,ttbg,ttbg,ttbg,ttbg,ttbg,ttbg,ttbg,ttbg,ttbg,ttbg"		spawn_imperial_objective											
trigger:delete_me:faction-npc-imp_tauntaun:25:0:2:targetMessage		tauntaun_captured	tauntaun_grounds	-197	21	151	
heroic_echo_stormcommando		tauntaun_captured_rebel	tauntaun_grounds	-197	21	151	0
heroic_echo_stormcommando		tauntaun_captured_rebel	tauntaun_grounds	-219	20	144	-102
heroic_echo_stormcommando		tauntaun_captured_rebel	tauntaun_grounds	-163	20	162	91
heroic_echo_stormcommando		tauntaun_captured_rebel	tauntaun_grounds	-155	20	148	48
heroic_echo_stormcommando		tauntaun_captured_rebel	tauntaun_grounds	-244	-22	169	31
heroic_echo_stormcommando		tauntaun_captured_rebel	r27	-203	-23	145	-60
heroic_echo_stormcommando		tauntaun_captured_rebel	tauntaun_grounds	-196	20	175	-172
heroic_echo_stormcommando		tauntaun_captured_rebel	tauntaun_grounds	-210	20	118	15
heroic_echo_snowtrooper_interior		tauntaun_captured_imperial	tauntaun_grounds	-197	21	151	0
heroic_echo_snowtrooper_interior		tauntaun_captured_imperial	tauntaun_grounds	-219	20	144	-102
heroic_echo_snowtrooper_interior		tauntaun_captured_imperial	tauntaun_grounds	-163	20	162	91
heroic_echo_snowtrooper_interior		tauntaun_captured_imperial	tauntaun_grounds	-155	20	148	48
heroic_echo_snowtrooper_interior		tauntaun_captured_imperial	tauntaun_grounds	-244	-22	169	31
heroic_echo_snowtrooper_interior		tauntaun_captured_imperial	r27	-203	-23	145	-60
heroic_echo_snowtrooper_interior		tauntaun_captured_imperial	tauntaun_grounds	-196	20	175	-172
heroic_echo_snowtrooper_interior		tauntaun_captured_imperial	tauntaun_grounds	-210	20	118	15							
waitForComplete:triggerId:tt_to_hang_imperial:tt_hang		imperial												
waitForComplete:triggerId:tt_to_hang_rebel:tt_hang		rebel												
taskId:tt_hang		tauntaun_captured												
heroic_echo_snowtrooper_interior		spawn_tt_to_hang_imperial	tauntaun_grounds	-224	20	131	-66		"string:patrol_path=tt_to_hang,int:run=1,int:equip=1,string:socialGroup=tt_to_hang"					15
heroic_echo_snowtrooper_interior		spawn_tt_to_hang_rebel	tauntaun_grounds	-224	20	131	-66		"string:patrol_path=tt_to_hang,int:run=1,int:equip=1,string:socialGroup=tt_to_hang"	OnDeath:triggerId:tt_hang_p2				
heroic_echo_imp_assassin		tt_hang_p2	tauntaun_grounds	-224	20	131	-66		"string:patrol_path=tt_to_hang,int:run=1,int:equip=1,string:socialGroup=tt_to_hang"	OnDeath:triggerId:tt_hang_p3				
heroic_echo_stormcommando		tt_hang_p3	tauntaun_grounds	-224	20	131	-66		"string:patrol_path=tt_to_hang,int:run=1,int:equip=1,string:socialGroup=tt_to_hang"	OnDeath:triggerId:tt_hang_p3			"tt_to_hang:patrolOnce:hangar_tauntaun_5,hangar_tauntaun_4,hangar_tauntaun_3,hangar_tauntaun_2,hangar_tauntaun_1,uh_split_to_tauntaun_5,uh_split_to_tauntaun_4,uh_split_to_tauntaun_3,uh_split_to_tauntaun_2,uh_split_to_tauntaun_1,hangar_to_main_split_straight,hangar_to_main_3,hangar_to_main_2,hangar_to_main_1,hangar_split_tunnel_right,hangar_split_lower,hangar_assault_1,hangar_assault_2,hangar_assault_3,hangar_assault_4"	
delayAction:spawn_tt_to_hang_imperial:8		tt_to_hang_imperial												
delayAction:spawn_tt_to_hang_imperial:28		tt_to_hang_imperial												
delayAction:spawn_tt_to_hang_imperial:48		tt_to_hang_imperial												
delayAction:spawn_tt_to_hang_imperial:68		tt_to_hang_imperial												
delayAction:spawn_tt_to_hang_rebel:5		tt_to_hang_rebel												
delayAction:spawn_tt_to_hang_rebel:17		tt_to_hang_rebel												
delayAction:spawn_tt_to_hang_rebel:29		tt_to_hang_rebel												
delayAction:spawn_tt_to_hang_rebel:41		tt_to_hang_rebel												
delayAction:spawn_tt_to_hang_rebel:53		tt_to_hang_rebel					
delayAction:spawn_tt_to_hang_rebel:65		tt_to_hang_rebel					
delayAction:spawn_tt_to_hang_rebel:77		tt_to_hang_rebel					
delayAction:spawn_tt_to_hang_rebel:89		tt_to_hang_rebel					
heroic_echo_rebel_commando_interior	r21	imp_invade_front	r21	-243	57	349	52
heroic_echo_rebel_commando_interior	r21	imp_invade_front	r21	-252	60	369	93
heroic_echo_rebel_commando_interior	r21	imp_invade_front	r21	-253	63	390	128
"waitForComplete:triggerId:r21_captured:r21,r21,r21"		imp_invade_front					
"waitForComplete:triggerId:r21_captured_rebel:r21,r21,r21"		spawn_rebel_objective					
"waitForComplete:triggerId:r21_captured_imperial:r21,r21,r21"		spawn_imperial_objective					
heroic_echo_snowtrooper_interior		r21_captured_imperial	r21	-243	57	349	52
heroic_echo_snowtrooper_interior		r21_captured_imperial	r21	-252	60	369	93
heroic_echo_snowtrooper_interior		r21_captured_imperial	r21	-253	63	390	128
heroic_echo_stormcommando		r21_captured_rebel	r21	-243	57	349	52
heroic_echo_stormcommando		r21_captured_rebel	r21	-252	60	369	93
heroic_echo_stormcommando		r21_captured_rebel	r21	-253	63	390	128
waitForComplete:triggerId:24_to_hang_imperial:24_hang		imperial												
waitForComplete:triggerId:24_to_hang_rebel:24_hang		rebel												
taskId:24_hang		r24_captured												
heroic_echo_snowtrooper_interior		spawn_24_to_hang_imperial	r24	-97	43	374	-79		"string:patrol_path=r24_to_hang,int:run=1,int:equip=1,string:socialGroup=r24_to_hang"					15
heroic_echo_snowtrooper_interior		spawn_24_to_hang_rebel	r24	-97	43	374	-79		"string:patrol_path=r24_to_hang,int:run=1,int:equip=1,string:socialGroup=r24_to_hang"	OnDeath:triggerId:r24_hang_p2				
heroic_echo_imp_assassin		r24_hang_p2	r24	-97	43	374	-79		"string:patrol_path=r24_to_hang,int:run=1,int:equip=1,string:socialGroup=r24_to_hang"	OnDeath:triggerId:r24_hang_p3				
heroic_echo_stormcommando		r24_hang_p3	r24	-97	43	374	-79		"string:patrol_path=r24_to_hang,int:run=1,int:equip=1,string:socialGroup=r24_to_hang"	OnDeath:triggerId:r24_hang_p3				
delayAction:spawn_24_to_hang_imperial:27		24_to_hang_imperial												
delayAction:spawn_24_to_hang_imperial:44		24_to_hang_imperial												
delayAction:spawn_24_to_hang_imperial:61		24_to_hang_imperial												
delayAction:spawn_24_to_hang_imperial:78		24_to_hang_imperial											"r24_to_hang:patrolOnce:uh_split_to_main_2,uh_split_to_main_1,hangar_to_main_3,hangar_to_main_2,hangar_to_main_1,hangar_split_tunnel_right,hangar_split_lower,hangar_to_walkway_4,hangar_to_walkway_5,hangar_to_walkway_6,hangar_to_walkway_7"	
delayAction:spawn_24_to_hang_rebel:9		24_to_hang_rebel												
delayAction:spawn_24_to_hang_rebel:18		24_to_hang_rebel												
delayAction:spawn_24_to_hang_rebel:27		24_to_hang_rebel												
delayAction:spawn_24_to_hang_rebel:36		24_to_hang_rebel												
delayAction:spawn_24_to_hang_rebel:45		24_to_hang_rebel												
delayAction:spawn_24_to_hang_rebel:54		24_to_hang_rebel											
delayAction:spawn_24_to_hang_rebel:63		24_to_hang_rebel											
delayAction:spawn_24_to_hang_rebel:72		24_to_hang_rebel											
delayAction:spawn_24_to_hang_rebel:81		24_to_hang_rebel											
trigger:delete_me:faction-npc-tt_to_hang:25:0:2:targetMessage		imp_invade_front	r15	-225	73	588							
heroic_echo_rebel_commando_interior		imp_invade_front	r15	-278	75	489	48						
heroic_echo_rebel_commando_interior		imp_invade_front	r15	-260.97	77	484	173						
heroic_echo_rebel_commando_interior		imp_invade_front	r15	-270	77	481	162						
heroic_echo_rebel_phalax_commander		spawn_imperial_extras	r15	-266	76	486	166						
heroic_echo_rebel_commando_interior		imp_invade_front	r15	-243	73	514	-111						"reb_hang_pat:patrolFlip:hangar_split_lower,hangar_split_tauntaun,hangar_assault_2,hangar_assault_3"
heroic_echo_rebel_commando_interior		imp_invade_front	r15	-262	73	532	-177						
heroic_echo_rebel_commando_interior		imp_invade_front	r15	-265	73	499	-165		string:patrol_path=reb_hang_pat				
heroic_echo_rebel_commando_interior		imp_invade_front	r15	-204	74	520	-56						
heroic_echo_rebel_commando_interior		imp_invade_front	r15	-208	74	515	-38						
heroic_echo_rebel_phalax_commander		spawn_imperial_extras	r15	-207	74	518	-64						
heroic_echo_stormcommando		imp_captured_hangar	r15	-225	73	588	0						
heroic_echo_stormcommando		imp_captured_hangar	r15	-262	73	572	155								
heroic_echo_stormcommando		imp_captured_hangar	r15	-274	73	560	147								
heroic_echo_stormcommando		imp_captured_hangar	r15	-283	73	541	125								
heroic_echo_stormcommando		imp_captured_hangar	r15	-285	77	489	51								
heroic_echo_stormcommando		imp_captured_hangar	r15	-199	77	511	-53								
deleteSpawn:uwst:none		imp_captured_hangar													
messageTo;quest_tracker;questUpdate;string:update=p3_supplies_destroyed		imp_quest_evac_equip													
object/mobile/vehicle/snowspeeder.iff		test		78	49	341		systems.vehicle_system.battlefield_vehicle							1
waitForComplete:triggerId:rebel_red_waypoint:swap_generator		rebel													
deleteSpawn:hangar_waypoint:none		start_rebel_evac													
deleteSpawn:side_waypoint:none		start_rebel_evac													
deleteSpawn:hangar_waypoint:none		start_imperial_evac													
deleteSpawn:side_waypoint:none		start_imperial_evac													
delayAction:reb_equip:1800		imp_invade_front													
delayAction:reb_thermal:1800		imp_invade_front													
delayAction:reb_noness:1800		imp_invade_front													
delayAction:reb_medical:1800		imp_invade_front
delayAction:reb_com_evac:1800		imp_invade_front
delayAction:reb_com_destroyed:1800		imp_invade_front
delayAction:imp_destroy_cap:1800		imp_invade_front
delayAction:imp_destroy_medical:1800		imp_invade_front
delayAction:imp_destroy_supply:1800		imp_invade_front
delayAction:imp_destroy_food:1800		imp_invade_front
delayAction:imp_destroy_command:1800		imp_invade_front
delayAction:imp_destroy_hangar:1800		imp_invade_front
"waitForComplete:triggerId:start_rebel_evac:reb_equip,reb_thermal,reb_noness,reb_medical,reb_com_evac,reb_com_destroyed"		spawn_rebel_objective
"waitForComplete:triggerId:start_imperial_evac:imp_destroy_cap,imp_destroy_medical,imp_destroy_supply,imp_destroy_food,imp_destroy_command,imp_destroy_hangar"		spawn_imperial_objective
taskId:reb_equip		p2_rebel_equipment
messagePlayers:testing_rebel_equipment_complete:none	idiot	xxx
taskId:reb_thermal		p2_rebel_thermal
messagePlayers:testing_rebel_thermal_complete:none	idiot	xxx
taskId:reb_medical		p2_rebel_medical
messagePlayers:testing_rebel_medical_complete:none	idiot	xxx										
taskId:reb_com_evac		p2_rebel_command_escape										
messagePlayers:testing_rebel_command_evac_complete:none	idiot	xxx										
taskId:reb_com_destroyed		p2_rebel_command_complete										
messagePlayers:testing_rebel_command_center_complete:none	idiot	xxx										
messageTo;quest_tracker;questUpdate;string:update=reb_phase2_command_center_task		p2_rebel_command_center_fail										phase 2 rebel fail case - command center
delayAction:p2_rebel_command_complete:1		p2_rebel_command_center_fail										
"waitForComplete:triggerId:p2_rebel_command_center_fail:rebel_bomb,rebel_bomb,rebel_bomb"		spawn_rebel_objective										
delayAction:p2_rebel_command_complete:1		p2_rebel_command_destroy										
taskId:reb_command_disabled_msg		p2_rebel_command_destroy										
waitForComplete:triggerId:reb_command_disabled_msg:reb_command_disabled_msg		spawn_rebel_objective										
"messageTo;quest_tracker;questUpdate;string:update=reb_phase2_command,string:systemMessage=reb_phase2_command"		reb_command_disabled_msg										
taskId:reb_noness		p2_rebel_nonescape										
messagePlayers:testing_rebel_non_essential_complete:none	idiot	xxx										
taskId:imp_destroy_cap		p2_imperial_ion										
taskId:imp_destroy_medical		p2_imperial_medical										
taskId:imp_destroy_supply		p2_imperial_equipment										
taskId:imp_destroy_food		p2_imperial_food										
taskId:imp_destroy_command		imp_captured_command										
