bookName	pageName	collectionName	slotName	beginSlotId	endSlotId	maxSlotValue	category1	category2	category3	category4	category5	category6	category7	category8	category9	category10	category11	prereqSlotName1	prereqSlotName2	prereqSlotName3	prereqSlotName4	prereqSlotName5	icon	music	showIfNotYetEarned	hidden	title	alternateTitle1	alternateTitle2	alternateTitle3	alternateTitle4	alternateTitle5	noReward	trackServerFirst	Comments	string_name	string_detail
			relic_comm_human_female_dark_jedi	13245	13250	61	UIType:Message	relic_data:1:0:0:0	appearance:object/mobile/dressed_dark_jedi_human_female_01.iff	message:saga_relic:none	display:Female Human Dark Jedi															1							1			A Message from a Female Human Dark Jedi	"A Female Human Dark Jedi sends a message. As Chronicle Master, you may determine what his message will be."
			relic_comm_nightsister	13251	13256	61	UIType:Message	relic_data:1:0:0:0	appearance:object/mobile/dressed_dathomir_nightsister_protector.iff	message:saga_relic:none	display:Nightsister															1							1			A Message from a Nightsister	"A Nightsister sends a message. As Chronicle Master, you may determine what her message will be."
			relic_comm_ithorian	13257	13262	61	UIType:Message	relic_data:1:0:0:0	appearance:object/mobile/ithorian_male.iff	message:saga_relic:none	display:Ithorian															1							1			A Message from a Male Ithorian	"A Male Ithorian sends a message. As Chronicle Master, you may determine what his message will be."
			relic_comm_sullustan	13263	13268	61	UIType:Message	relic_data:1:0:0:0	appearance:object/mobile/ep3/ep3_clone_relics_kkrax.iff	message:saga_relic:none	display:Sullustan															1							1			A Message from a Male Sullustan	"A Male Sullustan sends a message. As Chronicle Master, you may determine what his message will be."
			relic_comm_rodian_male	13269	13274	61	UIType:Message	relic_data:1:0:0:0	appearance:object/mobile/rodian_male.iff	message:saga_relic:none	display:Male Rodian															1							1			A Message from a Male Rodian	"A Male Rodian sends a message. As Chronicle Master, you may determine what his message will be."
			relic_comm_rodian_female	13275	13280	61	UIType:Message	relic_data:1:0:0:0	appearance:object/mobile/rodian_female.iff	message:saga_relic:none	display:Female Rodian															1							1			A Message from a Female Rodian	"A Female Rodian sends a message. As Chronicle Master, you may determine what his message will be."
			relic_comm_wookiee_male	13281	13286	61	UIType:Message	relic_data:1:0:0:0	appearance:object/mobile/wookiee_male.iff	message:saga_relic:none	display:Male Wookiee															1							1			A Message from a Male Wookiee	"A Male Wookiee sends a message. As Chronicle Master, you may determine what his message will be."
			relic_comm_wookiee_female	13287	13292	61	UIType:Message	relic_data:1:0:0:0	appearance:object/mobile/wookiee_female.iff	message:saga_relic:none	display:Female Wookiee															1							1			A Message from a Female Wookiee	"A Female Wookiee sends a message. As Chronicle Master, you may determine what his message will be."
			relic_comm_trandoshan_male	13293	13298	61	UIType:Message	relic_data:1:0:0:0	appearance:object/mobile/trandoshan_male.iff	message:saga_relic:none	display:Male Trandoshan															1							1			A Message from a Male Trandoshan	"A Male Trandoshan sends a message. As Chronicle Master, you may determine what his message will be."
			relic_comm_trandoshan_female	13299	13304	61	UIType:Message	relic_data:1:0:0:0	appearance:object/mobile/trandoshan_female.iff	message:saga_relic:none	display:Female Trandoshan															1							1			A Message from a Female Trandoshan	"A Female Trandoshan sends a message. As Chronicle Master, you may determine what his message will be."
			relic_comm_bothan_male	13305	13310	61	UIType:Message	relic_data:1:0:0:0	appearance:object/mobile/bothan_male.iff	message:saga_relic:none	display:Male Bothan															1							1			A Message from a Male Bothan	"A Male Bothan sends a message. As Chronicle Master, you may determine what his message will be."
			relic_comm_bothan_female	13311	13316	61	UIType:Message	relic_data:1:0:0:0	appearance:object/mobile/bothan_female.iff	message:saga_relic:none	display:Female Bothan															1							1			A Message from a Female Bothan	"A Female Bothan sends a message. As Chronicle Master, you may determine what his message will be."
			relic_comm_zabrak_male	13317	13322	61	UIType:Message	relic_data:1:0:0:0	appearance:object/mobile/zabrak_male.iff	message:saga_relic:none	display:Male Zabrak															1							1			A Message from a Male Zabrak	"A Male Zabrak sends a message. As Chronicle Master, you may determine what his message will be."
			relic_comm_zabrak_female	13323	13328	61	UIType:Message	relic_data:1:0:0:0	appearance:object/mobile/zabrak_female.iff	message:saga_relic:none	display:Female Zabrak															1							1			A Message from a Female Zabrak	"A Female Zabrak sends a message. As Chronicle Master, you may determine what his message will be."
			relic_comm_twilek_male	13329	13334	61	UIType:Message	relic_data:1:0:0:0	appearance:object/mobile/twilek_male.iff	message:saga_relic:none	display:Male Twi'lek															1							1			A Message from a Male Twi'lek	"A Male Twi'lek sends a message. As Chronicle Master, you may determine what his message will be."
			relic_comm_twilek_female	13335	13340	61	UIType:Message	relic_data:1:0:0:0	appearance:object/mobile/twilek_female.iff	message:saga_relic:none	display:Female Twi'lek															1							1			A Message from a Female Twi'lek	"A Female Twi'lek sends a message. As Chronicle Master, you may determine what his message will be."
			relic_comm_moncal_male	13341	13346	61	UIType:Message	relic_data:1:0:0:0	appearance:object/mobile/moncal_male.iff	message:saga_relic:none	display:Male Mon Calamari															1							1			A Message from a Male Mon Calamari	"A Male Mon Calamari sends a message. As Chronicle Master, you may determine what his message will be."
			relic_comm_moncal_female	13347	13352	61	UIType:Message	relic_data:1:0:0:0	appearance:object/mobile/moncal_female.iff	message:saga_relic:none	display:Female Mon Calamari															1							1			A Message from a Female Mon Calamari	"A Female Mon Calamari sends a message. As Chronicle Master, you may determine what his message will be."
			relic_comm_human_male	13353	13358	61	UIType:Message	relic_data:1:0:0:0	appearance:object/mobile/human_male.iff	message:saga_relic:none	display:Male Human															1							1			A Message from a Male Human	"A Male Human sends a message. As Chronicle Master, you may determine what his message will be."
			relic_comm_human_female	13359	13364	61	UIType:Message	relic_data:1:0:0:0	appearance:object/mobile/human_female.iff	message:saga_relic:none	display:Female Human															1							1			A Message from a Female Human	"A Female Human sends a message. As Chronicle Master, you may determine what his message will be."
			relic_comm_chiss_male	13365	13370	61	UIType:Message	relic_data:1:0:0:0	appearance:object/mobile/ep3/ep3_etyyy_chiss_poacher_01.iff	message:saga_relic:none	display:Male Chiss															1							1			A Message from a Male Chiss	"A Male Chiss sends a message. As Chronicle Master, you may determine what his message will be."
			relic_comm_chiss_female	13371	13376	61	UIType:Message	relic_data:1:0:0:0	appearance:object/mobile/dressed_valarian_thug_chiss_female.iff	message:saga_relic:none	display:Female Chiss															1							1			A Message from a Female Chiss	"A Female Chiss sends a message. As Chronicle Master, you may determine what his message will be."
			relic_comm_bith_male	13377	13382	61	UIType:Message	relic_data:1:0:0:0	appearance:object/mobile/bith_male.iff	message:saga_relic:none	display:Male Bith															1							1			A Message from a Male Bith	"A Male Bith sends a message. As Chronicle Master, you may determine what his message will be."
			relic_comm_bith_female	13383	13388	61	UIType:Message	relic_data:1:0:0:0	appearance:object/mobile/bith_female.iff	message:saga_relic:none	display:Female Bith															1							1			A Message from a Female Bith	"A Female Bith sends a message. As Chronicle Master, you may determine what his message will be."
			relic_comm_aqualish_male	13389	13394	61	UIType:Message	relic_data:1:0:0:0	appearance:object/mobile/aqualish_male.iff	message:saga_relic:none	display:Male Aqualish															1							1			A Message from a Male Aqualish	"A Male Aqualish sends a message. As Chronicle Master, you may determine what his message will be."
			relic_comm_aqualish_female	13395	13400	61	UIType:Message	relic_data:1:0:0:0	appearance:object/mobile/aqualish_female.iff	message:saga_relic:none	display:Female Aqualish															1							1			A Message from a Female Aqualish	"A Female Aqualish sends a message. As Chronicle Master, you may determine what his message will be."
			relic_comm_hutt_male	13401	13406	61	UIType:Message	relic_data:1:0:0:0	appearance:object/mobile/hutt_male.iff	message:saga_relic:none	display:Male Hutt															1							1			A Message from a Male Hutt	"A Male Hutt sends a message. As Chronicle Master, you may determine what his message will be."
			relic_comm_hutt_female	13407	13412	61	UIType:Message	relic_data:1:0:0:0	appearance:object/mobile/hutt_female.iff	message:saga_relic:none	display:Female Hutt															1							1			A Message from a Female Hutt	"A Female Hutt sends a message. As Chronicle Master, you may determine what his message will be."
			relic_comm_selonian_male	13413	13418	61	UIType:Message	relic_data:1:0:0:0	appearance:object/mobile/selonian_male.iff	message:saga_relic:none	display:Male Selonian															1							1			A Message from a Male Selonian	"A Male Selonian sends a message. As Chronicle Master, you may determine what his message will be."
			relic_comm_selonian_female	13419	13424	61	UIType:Message	relic_data:1:0:0:0	appearance:object/mobile/selonian_female.iff	message:saga_relic:none	display:Female Selonian															1							1			A Message from a Female Selonian	"A Female Selonian sends a message. As Chronicle Master, you may determine what his message will be."
			relic_comm_gran_male	13425	13430	61	UIType:Message	relic_data:1:0:0:0	appearance:object/mobile/gran_male.iff	message:saga_relic:none	display:Male Gran															1							1			A Message from a Male Gran	"A Male Gran sends a message. As Chronicle Master, you may determine what his message will be."
			relic_comm_chadra_fan_male	13437	13442	61	UIType:Message	relic_data:1:0:0:0	appearance:object/mobile/chadra_fan_male.iff	message:saga_relic:none	display:Male Chadra-Fan															1							1			A Message from a Male Chadra-Fan	"A Male Chadra-Fan sends a message. As Chronicle Master, you may determine what his message will be."
			relic_comm_chadra_fan_female	13443	13448	61	UIType:Message	relic_data:1:0:0:0	appearance:object/mobile/chadra_fan_female.iff	message:saga_relic:none	display:Female Chadra-Fan															1							1			A Message from a Female Chadra-Fan	"A Female Chadra-Fan sends a message. As Chronicle Master, you may determine what his message will be."
			relic_comm_dantari_male	13449	13454	61	UIType:Message	relic_data:1:0:0:0	appearance:object/mobile/dantari_male.iff	message:saga_relic:none	display:Male Dantari															1							1			A Message from a Male Dantari	"A Male Dantari sends a message. As Chronicle Master, you may determine what his message will be."
			relic_comm_dantari_female	13455	13460	61	UIType:Message	relic_data:1:0:0:0	appearance:object/mobile/dantari_female.iff	message:saga_relic:none	display:Female Dantari															1							1			A Message from a Female Dantari	"A Female Dantari sends a message. As Chronicle Master, you may determine what his message will be."
			relic_comm_palowick_female	13461	13466	61	UIType:Message	relic_data:1:0:0:0	appearance:object/mobile/sy_snootles.iff	message:saga_relic:none	display:Female Pa'lowick															1							1			A Message from a Female Pa'lowick	"A Female Pa'lowick sends a message. As Chronicle Master, you may determine what his message will be."
			relic_comm_chevin_male	13467	13472	61	UIType:Message	relic_data:1:0:0:0	appearance:object/mobile/chevin.iff	message:saga_relic:none	display:Male Chevin															1							1			A Message from a Male Chevin	"A Male Chevin sends a message. As Chronicle Master, you may determine what his message will be."
			relic_comm_geonosian_male	13473	13478	61	UIType:Message	relic_data:1:0:0:0	appearance:object/mobile/dressed_geonosian_m.iff	message:saga_relic:none	display:Male Geonosian															1							1			A Message from a Male Geonosian	"A Male Geonosian sends a message. As Chronicle Master, you may determine what his message will be."
			relic_comm_talz_male	13479	13484	61	UIType:Message	relic_data:1:0:0:0	appearance:object/mobile/coa_aclo_personnel_talz.iff	message:saga_relic:none	display:Male Talz															1							1			A Message from a Male Talz	"A Male Talz sends a message. As Chronicle Master, you may determine what his message will be."
			relic_comm_weequay_male	13485	13490	61	UIType:Message	relic_data:1:0:0:0	appearance:object/mobile/weequay_male.iff	message:saga_relic:none	display:Male Weequay															1							1			A Message from a Male Weequay	"A Male Weequay sends a message. As Chronicle Master, you may determine what his message will be."
			relic_comm_toydarian_male	13491	13496	61	UIType:Message	relic_data:1:0:0:0	appearance:object/mobile/toydarian_m.iff	message:saga_relic:none	display:Male Toydarian															1							1			A Message from a Male Toydarian	"A Male Toydarian sends a message. As Chronicle Master, you may determine what his message will be."
			relic_comm_tusken_raider	13497	13502	61	UIType:Message	relic_data:1:0:0:0	appearance:object/mobile/tusken_raider.iff	message:saga_relic:none	display:Tusken Raider															1							1			A Message from a Tusken Raider	"A Tusken Raider sends a message. As Chronicle Master, you may determine what his message will be."
			relic_comm_devaronian_male	13503	13508	61	UIType:Message	relic_data:1:0:0:0	appearance:object/mobile/devaronian_male.iff	message:saga_relic:none	display:Male Devaronian															1							1			A Message from a Male Devaronian	"A Male Devaronian sends a message. As Chronicle Master, you may determine what his message will be."
			relic_comm_jawa_male	13509	13514	61	UIType:Message	relic_data:1:0:0:0	appearance:object/mobile/jawa_male.iff	message:saga_relic:none	display:Male Jawa															1							1			A Message from a Male Jawa	"A Male Jawa sends a message. As Chronicle Master, you may determine what his message will be."
			relic_comm_gungan_male	13515	13520	61	UIType:Message	relic_data:1:0:0:0	appearance:object/mobile/gungan_male.iff	message:saga_relic:none	display:Male Gungan															1							1			A Message from a Male Gungan	"A Male Gungan sends a message. As Chronicle Master, you may determine what his message will be."
			relic_comm_gamorrean_male	13521	13526	61	UIType:Message	relic_data:1:0:0:0	appearance:object/mobile/gamorrean.iff	message:saga_relic:none	display:Male Gamorrean															1							1			A Message from a Male Gamorrean	"A Male Gamorrean sends a message. As Chronicle Master, you may determine what his message will be."
			relic_comm_quarren_male	13527	13532	61	UIType:Message	relic_data:1:0:0:0	appearance:object/mobile/quarren_male.iff	message:saga_relic:none	display:Male Quarren															1							1			A Message from a Male Quarren	"A Male Quarren sends a message. As Chronicle Master, you may determine what his message will be."
